,id,name,position,dateOfBirth,nationality,club
19,400,Robin Hack,Midfield,1998-08-27,Germany,M'gladbach
20,6680,Patrick Herrmann,Midfield,1991-02-12,Germany,M'gladbach
21,6682,Christoph Kramer,Midfield,1991-02-19,Germany,M'gladbach
22,9522,Florian Neuhaus,Midfield,1997-03-16,Germany,M'gladbach
23,102395,Kouadio Koné,Midfield,2001-05-17,France,M'gladbach
24,150517,Rocco Reitz,Midfield,2002-05-29,Germany,M'gladbach
25,183637,Grant-Leon Ranos,Midfield,2003-07-20,Armenia,M'gladbach
26,727,Franck Honorat,Offence,1996-08-11,France,M'gladbach
27,4795,Jacob Italiano,Offence,2001-07-30,Australia,M'gladbach
28,8443,Alassane Pléa,Offence,1993-03-10,France,M'gladbach
29,62913,Tomáš Čvančara,Offence,2000-08-13,Czech Republic,M'gladbach
30,98746,Nathan N'Goumou,Offence,2000-03-14,France,M'gladbach
31,206426,Shio Fukuda,Offence,2004-04-08,Japan,M'gladbach
0,3175,Kevin Trapp,Goalkeeper,1990-07-08,Germany,Frankfurt
1,9387,Jens Grahl,Goalkeeper,1988-09-22,Germany,Frankfurt
2,189482,Kaua,Goalkeeper,2003-04-11,Brazil,Frankfurt
3,191130,Simon Simoni,Goalkeeper,2027-06-30,Albania,Frankfurt
4,217389,Luke Gauer,Goalkeeper,2005-05-28,Germany,Frankfurt
5,230048,Nils Ramming,Goalkeeper,2007-03-28,Sweden,Frankfurt
6,3271,Makoto Hasebe,Defence,1984-01-18,Japan,Frankfurt
7,6644,Philipp Max,Defence,1993-09-30,Germany,Frankfurt
8,6701,Timmy Chandler,Defence,1990-03-29,USA,Frankfurt
9,9181,Buta,Defence,1997-02-10,Portugal,Frankfurt
10,9479,Robin Koch,Defence,1996-07-17,Germany,Frankfurt
11,99357,Tuta,Defence,1999-07-04,Brazil,Frankfurt
12,102967,Hrvoje Smolčić,Defence,2000-08-17,Croatia,Frankfurt
13,114102,William Pacho,Defence,2001-10-16,Ecuador,Frankfurt
14,116407,Eric Junior Dina Ebimbe,Defence,2000-11-21,France,Frankfurt
15,133292,Niels Nkounkou,Defence,2000-11-01,France,Frankfurt
16,171714,Nnamdi Collins,Defence,2004-01-10,Germany,Frankfurt
17,203036,Dario Gebuhr,Defence,2003-05-06,Germany,Frankfurt
18,205610,Davis Bautista,Defence,2005-02-16,Ecuador,Frankfurt
19,213880,Elias Baum,Defence,2005-10-26,Germany,Frankfurt
20,140,Mario Götze,Midfield,1992-06-03,Germany,Frankfurt
21,3608,Ellyes Skhiri,Midfield,1995-05-10,Tunisia,Frankfurt
22,6485,Sebastian Rode,Midfield,1990-10-11,Germany,Frankfurt
23,7556,Donny van de Beek,Midfield,1997-04-18,Netherlands,Frankfurt
24,140191,Noel Futkeu,Midfield,2002-12-06,Germany,Frankfurt
25,169198,Sidney Raebiger,Midfield,2005-04-17,Germany,Frankfurt
26,180563,Hugo Larsson,Midfield,2004-06-27,Sweden,Frankfurt
27,182589,Mehdi Loune,Midfield,2004-05-14,Germany,Frankfurt
28,185882,Jean Bahoya,Midfield,2005-05-07,France,Frankfurt
29,212850,Harpreet Ghotra,Midfield,2003-01-17,Germany,Frankfurt
30,10761,Saša Kalajdžić,Offence,1997-07-07,Austria,Frankfurt
31,66896,Omar Marmoush,Offence,1999-02-07,Egypt,Frankfurt
32,150860,Ansgar Knauff,Offence,2002-01-10,Germany,Frankfurt
33,152454,Hugo Ekitike,Offence,2002-06-20,France,Frankfurt
34,178658,Fares Chaïbi,Offence,2002-11-28,France,Frankfurt
35,189601,Nacho Ferri,Offence,2004-10-05,Spain,Frankfurt
0,3450,Frederik Rønnow,Goalkeeper,1992-08-04,Denmark,Union Berlin
1,6815,Jakob Busk,Goalkeeper,1993-09-12,Denmark,Union Berlin
2,9469,Alexander Schwolow,Goalkeeper,1992-06-02,Germany,Union Berlin
3,314,Kevin Vogt,Defence,1991-09-23,Germany,Union Berlin
4,6828,Christopher Trimmel,Defence,1987-02-24,Austria,Union Berlin
5,8369,Jérôme Roussillon,Defence,1993-01-06,France,Union Berlin
6,9412,Robin Knoche,Defence,1992-05-22,Germany,Union Berlin
7,9421,Paul Jaeckel,Defence,1998-07-22,Germany,Union Berlin
8,23202,Josip Juranović,Defence,1995-08-16,Croatia,Union Berlin
9,37796,Diogo Leite,Defence,1999-01-23,Portugal,Union Berlin
10,67886,Danilho Doekhi,Defence,1998-06-30,Netherlands,Union Berlin
11,240197,Oluwaseun Ogbemudia,Defence,2006-07-18,Germany,Union Berlin
12,1847,Robin Gosens,Midfield,1994-07-05,Germany,Union Berlin
13,6657,Rani Khedira,Midfield,1994-01-27,Germany,Union Berlin
14,8465,Lucas Tousart,Midfield,1997-04-29,France,Union Berlin
15,9489,Janik Haberer,Midfield,1994-04-02,Germany,Union Berlin
16,62623,Alex Král,Midfield,1998-05-19,Czech Republic,Union Berlin
17,72117,András Schafer,Midfield,1999-04-13,Hungary,Union Berlin
18,72604,Aïssa Laïdouni,Midfield,1996-12-13,Tunisia,Union Berlin
19,113262,Brenden Aaronson,Midfield,2000-10-22,USA,Union Berlin
20,246150,Noah Engelbreth,Midfield,2005-06-12,Germany,Union Berlin
21,247081,Tim Schleinitz,Midfield,2005-06-10,Germany,Union Berlin
22,150,Kevin Volland,Offence,1992-07-30,Germany,Union Berlin
23,9275,Chris Bédia,Offence,1996-03-05,Ivory Coast,Union Berlin
24,77867,Mikkel Kaufmann,Offence,2001-01-03,Denmark,Union Berlin
25,130880,Yorbe Vertessen,Offence,2001-01-08,Belgium,Union Berlin
26,150647,Benedict Hollerbach,Offence,2001-05-17,Germany,Union Berlin
0,324,Michael Esser,Goalkeeper,1987-11-22,Germany,Bochum
1,6640,Andreas Luthe,Goalkeeper,1987-03-10,Germany,Bochum
2,9984,Manuel Riemann,Goalkeeper,1988-09-09,Germany,Bochum
