,id,name,position,dateOfBirth,nationality,club
27,124280,Matías Lacava,Offence,2002-10-10,Venezuela,Vizela
28,171322,Ventura,Offence,2002-06-19,Portugal,Vizela
29,210434,Amadou Ba-Sy,Offence,2001-06-08,France,Vizela
30,184165,Sava Petrov,Forward,1998-06-18,Serbia,Vizela
0,3262,Kōsuke Nakamura,Goalkeeper,1995-02-27,Japan,Portimonense
1,12607,Vinicius Silvestre,Goalkeeper,1994-03-28,Brazil,Portimonense
2,148420,João Victor,Goalkeeper,2000-10-23,Brazil,Portimonense
3,181442,Gabriel Souza,Goalkeeper,2004-08-03,Brazil,Portimonense
4,2905,Moustapha Seck,Defence,1996-02-23,Senegal,Portimonense
5,11197,Pedrão,Defence,1997-05-03,Brazil,Portimonense
6,171346,Filipe Relvas,Defence,1999-09-20,Portugal,Portimonense
7,176837,Rafael Alcobia,Defence,2003-06-22,Portugal,Portimonense
8,181603,Igor Formiga,Defence,1999-01-08,Brazil,Portimonense
9,185120,Gonçalo Costa,Defence,2000-02-18,Portugal,Portimonense
10,192269,Alemao,Defence,2002-11-06,Brazil,Portimonense
11,206232,Thiago Dombroski,Defence,2002-06-20,Brazil,Portimonense
12,213122,Guga,Defence,2003-10-23,Portugal,Portimonense
13,1422,Nonoca,Midfield,1998-05-19,Brazil,Portimonense
14,6348,Hildeberto,Midfield,1996-03-02,Portugal,Portimonense
15,9243,Carlinhos,Midfield,1994-06-22,Brazil,Portimonense
16,24561,Ronie Carrillo,Midfield,1996-09-08,Ecuador,Portimonense
17,64717,Paulo Estrela Moreira,Midfield,1999-02-20,Portugal,Portimonense
18,74154,Rodrigo Martins,Midfield,1998-09-15,Portugal,Portimonense
19,114355,Luquinha,Midfield,2000-10-03,Brazil,Portimonense
20,126160,Ângelo Taveira,Midfield,2000-05-13,Portugal,Portimonense
21,157834,Steve Mvoué,Midfield,2002-02-02,Cameroon,Portimonense
22,160850,Ivan Pavlic,Midfield,2001-11-10,Netherlands,Portimonense
23,169128,Taichi Fukui,Midfield,2004-07-15,Japan,Portimonense
24,178739,Ewerton Pereira,Midfield,1992-12-01,Brazil,Portimonense
25,185117,Yong-hak Kim,Midfield,2003-05-20,South Korea,Portimonense
26,192622,Luan Campos,Midfield,2002-03-19,Brazil,Portimonense
27,192630,Zinho,Midfield,2003-05-09,Brazil,Portimonense
28,213113,Davis Nascimento,Midfield,2002-08-13,Brazil,Portimonense
29,214401,Ricardo Sousa,Midfield,2001-06-09,Portugal,Portimonense
30,217493,Dener Clemente,Midfield,1992-03-13,Brazil,Portimonense
31,137476,Sylvester Jasper,Offence,2001-09-13,Bulgaria,Portimonense
32,144190,Yago Caju,Offence,1999-07-27,Brazil,Portimonense
33,213119,Hélio Varela,Offence,2002-05-03,Portugal,Portimonense
34,214402,Midana Cassamá,Offence,2002-08-18,Guinea-Bissau,Portimonense
35,243745,Tamble Monteiro,Offence,2000-11-15,Portugal,Portimonense
0,29201,Luiz Felipe,Goalkeeper,1997-04-24,Brazil,Farense
1,37336,Ricardo Velho,Goalkeeper,1998-08-20,Portugal,Farense
2,52986,Miguel Carvalho,Goalkeeper,1996-06-20,Portugal,Farense
3,16402,Artur Jorge,Defence,1994-08-14,Portugal,Farense
4,40677,Zach Muscat,Defence,1993-08-22,Malta,Farense
5,45296,Gonçalo Silva,Defence,1991-06-04,Portugal,Farense
6,45502,João Talocha,Defence,1989-08-30,Portugal,Farense
7,115247,Talys Oliveira,Defence,1999-02-10,Brazil,Farense
8,140905,David Pastor,Defence,2000-02-20,Brazil,Farense
9,150595,Fran Delgado,Defence,2001-07-11,Spain,Farense
10,213106,Hamidou Diallo,Defence,2002-01-26,Mali,Farense
11,218404,Igor Rossi,Defence,1989-03-10,Brazil,Farense
12,15895,Rafael  Barbosa,Midfield,1996-03-29,Portugal,Farense
13,22308,Jhon Velásquez Turga,Midfield,1995-05-02,Colombia,Farense
14,37176,Vítor Gonçalves,Midfield,1992-03-29,Portugal,Farense
15,37457,Mattheus Oliveira,Midfield,1994-07-07,Brazil,Farense
16,53019,Fabrício Isidoro,Midfield,1992-01-28,Brazil,Farense
17,150648,Adewele Sapara,Midfield,1995-01-27,Nigeria,Farense
18,153579,Facundo Cáseres,Midfield,2001-05-28,Argentina,Farense
19,213078,André Seruca,Midfield,2000-10-29,Portugal,Farense
20,213088,Claudio Falcão,Midfield,1994-07-03,Brazil,Farense
21,213100,Rafinha,Midfield,2002-10-10,Portugal,Farense
22,213105,Diogo Paulo,Midfield,2001-07-06,Portugal,Farense
23,11490,Marco Matias,Offence,1989-05-10,Portugal,Farense
24,15896,Elves,Offence,1999-10-02,Portugal,Farense
25,16149,Zé Luís,Offence,1991-01-24,Cape Verde Islands,Farense
26,37102,Cristian Ponde,Offence,1995-01-26,Portugal,Farense
27,37688,Rui Costa,Offence,1996-02-20,Portugal,Farense
28,73210,Bruno Duarte,Offence,1996-03-24,Brazil,Farense
29,213072,Mohamed Belloumi,Offence,2002-06-01,Algeria,Farense
30,213092,André Candeias,Offence,2003-01-20,Portugal,Farense
0,37817,Tiago Sá,Goalkeeper,1995-01-11,Portugal,Braga
1,146753,Lukáš Horníček,Goalkeeper,2002-07-13,Czech Republic,Braga
2,178752,Matheus Magalhães,Goalkeeper,1992-03-29,Brazil,Braga
3,469,Sikou Niakaté,Defence,1999-07-10,Mali,Braga
4,3245,José Fonte,Defence,1983-12-22,Portugal,Braga
5,33111,Adrián Marín,Defence,1997-01-09,Spain,Braga
6,33339,Paulo Oliveira,Defence,1992-01-08,Portugal,Braga
7,39646,Cristian Borja,Defence,1993-02-18,Colombia,Braga
8,154750,Serdar Saatçı,Defence,2003-02-14,Turkey,Braga
9,171334,Marco Torres,Defence,2003-02-18,Portugal,Braga
10,180150,Victor Gómez,Defence,2000-04-01,Spain,Braga
11,180607,Joe Mendes,Defence,2002-12-31,Sweden,Braga
12,246367,Nuno Matos,Defence,2004-10-04,Portugal,Braga
13,246741,Francisco Chissumba,Defence,2005-05-29,Portugal,Braga
14,3249,João Moutinho,Midfield,1986-09-08,Portugal,Braga
15,8758,Rony Lopes,Midfield,1995-12-28,Portugal,Braga
16,13911,Vitor Carvalho,Midfield,1997-05-27,Brazil,Braga
17,121007,Rodrigo Zalazar,Midfield,1999-08-12,Uruguay,Braga
18,185137,Álvaro Djaló,Midfield,1999-08-16,Guinea-Bissau,Braga
19,192307,Cher Ndour,Midfield,2004-07-27,Italy,Braga
20,215774,El Hadji Soumaré,Midfield,2003-01-07,Senegal,Braga
21,3977,Lucas Piazon,Offence,1994-01-20,Brazil,Braga
22,9553,Bruma,Offence,1994-10-24,Portugal,Braga
23,16754,Pizzi,Offence,1989-10-06,Portugal,Braga
24,32511,Abel Ruiz,Offence,2000-01-28,Spain,Braga
25,45401,Ricardo Horta,Offence,1994-09-15,Portugal,Braga
26,74554,Simon Banza,Offence,1996-08-13,France,Braga
27,178733,Roger Fernandes,Offence,2005-11-21,Portugal,Braga
28,246609,Yan Said,Offence,2002-11-08,Portugal,Braga
29,182049,Bernardo Fontes,Keeper,2002-07-23,Brazil,Braga
0,43642,Daniel Azevedo,Goalkeeper,1998-02-12,Portugal,Casa Pia
1,77869,Ricardo Batista,Goalkeeper,1986-11-19,Portugal,Casa Pia
2,185128,Lucas Paes,Goalkeeper,1997-12-07,Brazil,Casa Pia
3,213099,Afonso Monteiro,Goalkeeper,2005-06-27,Portugal,Casa Pia
4,8781,Duplexe Tchamba,Defence,1998-07-10,Cameroon,Casa Pia
5,16854,Nermin Zolotić,Defence,1993-07-07,Bosnia-Herzegovina,Casa Pia
6,43495,Fernando Varela,Defence,1987-11-26,Cape Verde Islands,Casa Pia
7,45303,Geraldes,Defence,1991-05-02,Portugal,Casa Pia
8,64370,João Nunes,Defence,1995-11-19,Portugal,Casa Pia
9,126156,Rafael Brito,Defence,2002-01-19,Portugal,Casa Pia
10,185146,Leonardo Lelo,Defence,2000-03-30,Portugal,Casa Pia
11,246461,Fahem Benaïssa-Yahia,Defence,2002-04-29,France,Casa Pia
12,12813,Pablo Barbosa,Midfield,1999-11-14,Brazil,Casa Pia
13,45201,Neto,Midfield,1991-09-02,Brazil,Casa Pia
14,80044,Yuki Soma,Midfield,1997-02-25,Japan,Casa Pia
15,129709,Telasco Segovia,Midfield,2003-04-02,Venezuela,Casa Pia
16,191259,Beni,Midfield,2002-05-21,Angola,Casa Pia
17,217543,Samuel Justo,Midfield,2004-04-02,Portugal,Casa Pia
18,1764,Tiago Dias,Offence,1998-05-04,Portugal,Casa Pia
19,6430,Ruben Lameiras,Offence,1994-12-22,Portugal,Casa Pia
20,12647,Felippe Cardoso,Offence,1998-10-04,Brazil,Casa Pia
21,37967,Kevin Krygård,Offence,2000-05-17,Norway,Casa Pia
22,126877,Larra,Offence,1997-12-17,Spain,Casa Pia
23,128303,Samuel Silvera,Offence,2000-10-25,Portugal,Casa Pia
24,141542,Clayton,Offence,1999-01-11,Brazil,Casa Pia
25,171304,Nuno Moreira,Offence,1999-06-16,Portugal,Casa Pia
26,178764,Fernando Andrade,Offence,1993-01-08,Brazil,Casa Pia
27,204134,Kiki Silva,Offence,1998-02-14,Portugal,Casa Pia
0,12746,Bruno Brigido,Goalkeeper,1991-03-09,Brazil,Amadora
1,45466,António Filipe,Goalkeeper,1985-04-14,Portugal,Amadora
2,213123,Dida,Goalkeeper,1998-04-28,Brazil,Amadora
3,230368,Cambila,Goalkeeper,2002-05-16,Angola,Amadora
4,1600,Mansur,Defence,1993-04-17,Brazil,Amadora
5,8374,Pedro Mendes,Defence,1990-10-01,Portugal,Amadora
6,30411,Miguel Lopes,Defence,1986-12-19,Portugal,Amadora
7,37514,Jean Felipe,Defence,1994-03-18,Brazil,Amadora
8,45195,Ruben Lima,Defence,1989-10-03,Portugal,Amadora
9,45353,Nanú,Defence,1994-05-17,Guinea-Bissau,Amadora
10,129465,Johnstone Omurwa,Defence,1998-08-08,Kenya,Amadora
11,131219,Nilton Varela,Defence,2001-05-25,Portugal,Amadora
12,192349,Diogo Fonseca,Defence,2002-04-10,Portugal,Amadora
13,213073,Kialonda Gaspar,Defence,1997-09-27,Angola,Amadora
14,213131,Heverton Santos,Defence,2001-02-01,Brazil,Amadora
15,213134,Lucão,Defence,1998-03-25,Brazil,Amadora
16,246341,Tiago Gabriel,Defence,2004-12-26,Portugal,Amadora
17,8002,Tashan Oakley-Boothe,Midfield,2000-02-14,England,Amadora
18,45371,Pedro Sá,Midfield,1993-12-01,Portugal,Amadora
19,80358,Aloísio Souza Genézio,Midfield,1996-05-03,Brazil,Amadora
20,153938,Leonel Bucca,Midfield,1999-03-20,Argentina,Amadora
21,213104,Manuel Figueiredo,Midfield,2002-02-16,Portugal,Amadora
22,213126,Kwenzokuhle Shinga,Midfield,2000-03-30,South Africa,Amadora
23,213128,Keliano,Midfield,2003-01-16,Angola,Amadora
24,213132,Leonardo Silva,Midfield,1995-09-27,Brazil,Amadora
25,15894,Ronaldo Tavares,Offence,1997-07-22,Portugal,Amadora
26,37396,João Reis,Offence,1992-06-24,Portugal,Amadora
27,45350,Rodrigo Pinho,Offence,1991-05-30,Brazil,Amadora
28,49438,Léo Jabá,Offence,1998-08-02,Brazil,Amadora
29,79824,Kikas,Offence,1998-09-17,Portugal,Amadora
30,178810,André Luiz,Offence,2002-02-23,Brazil,Amadora
31,213082,Gustavo Henrique,Offence,1999-05-24,Brazil,Amadora
32,213084,Cristiano Fitzgerald,Offence,2003-11-10,Ireland,Amadora
33,213110,Regis Ndo,Offence,2001-05-22,Mali,Amadora
34,244810,Eurichano Setila,Offence,2004-02-17,Angola,Amadora
0,32570,Unai Simón,Goalkeeper,1997-06-11,Spain,Athletic
1,172017,Julen Agirrezabala,Goalkeeper,2000-12-26,Spain,Athletic
2,203459,Álex Padilla,Goalkeeper,2003-09-01,Spain,Athletic
3,8479,Yuri Berchiche,Defence,1990-02-10,Spain,Athletic
4,32579,Yeray Álvarez,Defence,1995-01-24,Spain,Athletic
5,32581,Iñigo Lekue,Defence,1993-05-04,Spain,Athletic
6,32599,De Marcos,Defence,1989-04-14,Spain,Athletic
7,32618,Daniel Vivian,Defence,1999-07-05,Spain,Athletic
8,151439,Aitor Paredes Casamichana,Defence,2000-04-29,Spain,Athletic
9,172029,Imanol Garcia de Albeniz,Defence,2000-06-08,Spain,Athletic
10,217432,Unai Eguíluz,Defence,2002-03-19,Spain,Athletic
11,229042,Hugo Rincón,Defence,2003-01-27,Spain,Athletic
12,2294,Álex Berenguer,Midfield,1995-07-04,Spain,Athletic
13,7904,Ander Herrera,Midfield,1989-08-14,Spain,Athletic
14,32481,Ruiz de Galarreta,Midfield,1993-08-06,Spain,Athletic
15,32604,Raúl García,Midfield,1986-07-11,Spain,Athletic
16,33343,Dani García,Midfield,1990-05-24,Spain,Athletic
17,96868,Mikel Vesga,Midfield,1993-04-08,Spain,Athletic
18,126878,Oihan Sancet,Midfield,2000-04-25,Spain,Athletic
19,168663,Benat Prados,Midfield,2001-02-08,Spain,Athletic
20,202335,Unai Gomez,Midfield,2003-05-25,Spain,Athletic
21,244599,Mikel Jauregizar,Midfield,2003-11-13,Spain,Athletic
22,32623,Muniain,Offence,1992-12-19,Spain,Athletic
23,32629,Iñaki Williams,Offence,1994-06-15,Ghana,Athletic
24,33777,Asier Villalibre,Offence,1997-09-30,Spain,Athletic
25,81565,Gorka Guruzeta,Offence,1996-09-12,Spain,Athletic
26,157135,Nico Williams,Offence,2002-07-12,Spain,Athletic
27,186718,Malcom Ares,Offence,2001-10-12,Spain,Athletic
28,244642,Aingeru Olabarrieta,Offence,2005-11-14,Spain,Athletic
29,246633,Adama Boiro,Offence,2002-06-22,Spain,Athletic
0,120,Jan Oblak,Goalkeeper,1993-01-07,Slovenia,Atleti
1,122005,Horaţiu Moldovan,Goalkeeper,1998-01-20,Romania,Atleti
2,180049,Gomis,Goalkeeper,2003-05-20,Spain,Atleti
3,188407,Sergio Mestre,Goalkeeper,2005-02-13,Spain,Atleti
4,3191,Azpilicueta,Defence,1989-08-28,Spain,Atleti
5,3656,Axel Witsel,Defence,1989-01-12,Belgium,Atleti
6,15845,Stefan Savić,Defence,1991-01-08,Montenegro,Atleti
7,32703,Mario Hermoso,Defence,1995-06-18,Spain,Atleti
8,33145,Gabriel Paulista,Defence,1990-11-26,Brazil,Atleti
9,37094,Reinildo,Defence,1994-01-21,Mozambique,Atleti
10,46452,Nahuel Molina,Defence,1998-04-06,Argentina,Atleti
11,128731,Rodrigo Riquelme,Defence,2000-04-02,Spain,Atleti
12,159408,Adrián Corral,Defence,2003-01-05,Spain,Atleti
13,180077,Marco Moreno,Defence,2001-02-20,Spain,Atleti
14,206337,Ilias Kostis,Defence,2003-02-27,Cyprus,Atleti
15,213277,José Giménez,Defence,1995-01-20,Uruguay,Atleti
16,221562,Javier Boñar,Defence,2005-06-03,Spain,Atleti
17,70,Marcos Llorente,Midfield,1995-01-30,Spain,Atleti
18,112,Koke,Midfield,1992-01-08,Spain,Atleti
19,118,Saúl,Midfield,1994-11-21,Spain,Atleti
20,126,Vitolo,Midfield,1989-11-02,Spain,Atleti
21,2127,Rodrigo de Paul,Midfield,1994-05-24,Argentina,Atleti
22,166652,Mini,Midfield,1999-04-10,Spain,Atleti
23,177509,Pablo Barrios,Midfield,2003-06-15,Spain,Atleti
24,190835,Aitor Gismera,Midfield,2004-02-21,Spain,Atleti
25,220538,Álex Calatrava,Midfield,2000-06-22,Spain,Atleti
26,244719,Rayane Belaid,Midfield,2005-11-02,Algeria,Atleti
27,114,Antoine Griezmann,Offence,1991-03-21,France,Atleti
28,125,Ángel Correa,Offence,1995-03-09,Argentina,Atleti
29,3369,Thomas Lemar,Offence,1995-11-12,France,Atleti
30,7819,Álvaro Morata,Offence,1992-10-23,Spain,Atleti
31,8472,Memphis Depay,Offence,1994-02-13,Netherlands,Atleti
32,98578,Marcos Paulo,Offence,2001-02-01,Brazil,Atleti
33,178710,Samuel Lino,Offence,1999-12-23,Brazil,Atleti
34,207104,El Jebari,Offence,2004-02-05,Spain,Atleti
35,221308,Adrián,Offence,2004-06-19,Spain,Atleti
36,184146,Arthur Vermeeren,Midfielder,2005-02-07,Belgium,Atleti
0,31968,Sergio Herrera,Goalkeeper,1993-06-05,Spain,Osasuna
1,32391,Aitor Fernández,Goalkeeper,1991-05-03,Spain,Osasuna
2,191209,Pablo Valencia,Goalkeeper,2001-03-16,Spain,Osasuna
3,217550,Dimitrios Stamatakis,Goalkeeper,2003-04-23,Greece,Osasuna
4,3724,Johan Mojica,Defence,1992-08-21,Colombia,Osasuna
5,31979,Unai García,Defence,1992-09-03,Spain,Osasuna
6,32146,David García,Defence,1994-02-14,Spain,Osasuna
7,33346,Rubén Peña,Defence,1991-07-18,Spain,Osasuna
8,50890,Catena,Defence,1994-10-28,Spain,Osasuna
9,81183,Juan Cruz,Defence,1992-07-28,Spain,Osasuna
10,136000,Jesús Areso,Defence,1999-07-02,Spain,Osasuna
11,159409,Jorge Herrando,Defence,2001-02-28,Spain,Osasuna
12,15869,José Arnáiz,Midfield,1995-04-15,Spain,Osasuna
13,32002,Lucas Torró,Midfield,1994-07-19,Spain,Osasuna
14,32212,Rubén García,Midfield,1993-07-14,Spain,Osasuna
15,32217,Moi Gómez,Midfield,1994-06-23,Spain,Osasuna
16,111674,Jon Moncayola,Midfield,1998-05-13,Spain,Osasuna
17,119093,Aimar Oroz,Midfield,2001-11-27,Spain,Osasuna
18,191925,Iker Munoz,Midfield,2002-11-05,Spain,Osasuna
19,2237,Ante Budimir,Offence,1991-07-22,Croatia,Osasuna
20,32004,Kike Barja,Offence,1997-04-04,Spain,Osasuna
21,130324,Raúl,Offence,2000-11-03,Spain,Osasuna
22,227689,Sola,Offence,,Spain,Osasuna
23,173617,Pablo Ibáñez Tébar,Midfielder,1998-09-20,Spain,Osasuna
0,3173,Marc-André ter Stegen,Goalkeeper,1992-04-30,Germany,Barça
1,180898,Iñaki Peña,Goalkeeper,1999-03-02,Spain,Barça
2,185095,Marc Vidal,Goalkeeper,2000-02-14,Spain,Barça
3,191325,Ander Astralaga,Goalkeeper,2004-03-03,Spain,Barça
4,217424,Diego Kochen,Goalkeeper,2006-03-19,USA,Barça
5,242551,Áron Yaakobishvili,Goalkeeper,2006-03-06,Hungary,Barça
6,2000,João Cancelo,Defence,1994-05-27,Portugal,Barça
7,3195,Marcos Alonso,Defence,1990-12-28,Spain,Barça
8,3455,Andreas Christensen,Defence,1996-04-10,Denmark,Barça
9,8499,Jules Koundé,Defence,1998-11-12,France,Barça
10,15865,Sergi Roberto,Defence,1992-02-07,Spain,Barça
11,28292,Ronald Araújo,Defence,1999-03-07,Uruguay,Barça
12,32588,Íñigo Martínez,Defence,1991-05-17,Spain,Barça
13,37428,Raphinha,Defence,1996-12-14,Brazil,Barça
14,172761,Álex Balde,Defence,2003-10-18,Spain,Barça
15,217540,Pau Cubarsí,Defence,2007-01-22,Spain,Barça
16,227023,Héctor Fort,Defence,2006-08-02,Spain,Barça
17,3182,Ilkay Gündogan,Midfield,1990-10-24,Germany,Barça
18,7559,Frenkie de Jong,Midfield,1997-05-12,Netherlands,Barça
19,8091,Oriol Romeu,Midfield,1991-09-24,Spain,Barça
20,171992,Pablo Gavira,Midfield,2004-08-05,Spain,Barça
21,176866,Unai Hernandez,Midfield,2004-12-14,Spain,Barça
22,188817,Marc Casado,Midfield,2003-09-14,Spain,Barça
23,192888,Aleix Garrido,Midfield,2004-02-22,Spain,Barça
24,207094,Pau Prim,Midfield,2006-02-22,Spain,Barça
25,371,Robert Lewandowski,Offence,1988-08-21,Poland,Barça
26,33154,Ferrán Torres,Offence,2000-02-29,Spain,Barça
27,39265,João Félix,Offence,1999-11-10,Portugal,Barça
28,133860,Pedri,Offence,2002-11-25,Spain,Barça
29,144579,Pau Victor Delgado,Offence,2001-11-26,Spain,Barça
30,181439,Vítor Roque,Offence,2005-02-28,Brazil,Barça
31,191058,Angel Alarcon,Offence,2004-05-15,Spain,Barça
32,202283,Lamine Yamal,Offence,2007-07-13,Spain,Barça
33,207109,Marc Guiu,Offence,2006-01-04,Spain,Barça
34,214533,Fermín López,Offence,2003-05-11,Spain,Barça
0,78,David Soria,Goalkeeper,1993-04-04,Spain,Getafe
1,1169,Daniel Fuzato,Goalkeeper,1997-07-04,Brazil,Getafe
2,214562,Jorge Benito,Goalkeeper,2006-01-01,Spain,Getafe
3,246276,Djordjije Medenica,Goalkeeper,2006-11-17,Czech Republic,Getafe
4,277,Diego Rico,Defence,1993-02-23,Spain,Getafe
5,3125,Dakonam Djené,Defence,1991-12-31,Togo,Getafe
6,45472,Domingos Duarte,Defence,1995-03-10,Portugal,Getafe
7,46376,Fabrizio Angileri,Defence,1994-03-15,Argentina,Getafe
8,46491,Omar Alderete,Defence,1996-12-26,Paraguay,Getafe
9,83351,Juan Iglesias,Defence,1998-07-03,Spain,Getafe
10,115668,Gastón Álvarez,Defence,2000-03-24,Uruguay,Getafe
11,171984,Jose Angel Carmona,Defence,2002-01-29,Spain,Getafe
12,186707,Gorka Rivera,Defence,2004-08-01,Spain,Getafe
13,226985,Nabil Aberdín,Defence,2002-08-23,France,Getafe
14,247170,Alejandro Herranz,Defence,2004-11-26,Spain,Getafe
15,3441,Nemanja Maksimović,Midfield,1995-01-26,Serbia,Getafe
16,3877,Óscar,Midfield,1998-06-28,Spain,Getafe
17,32449,Luis Milla,Midfield,1994-10-07,Spain,Getafe
18,32758,Mauro Arambarri,Midfield,1995-09-30,Uruguay,Getafe
19,156702,John Patrick,Midfield,2003-09-24,Ireland,Getafe
20,157368,Ilaix Moriba,Midfield,2003-01-19,Guinea,Getafe
21,180125,Santi García,Midfield,2001-08-29,Spain,Getafe
22,203446,Yellu,Midfield,2004-05-25,Spain,Getafe
23,213262,Carles Aleñá,Midfield,1998-01-05,Spain,Getafe
24,226986,Facu Esnáider,Midfield,2001-11-09,Spain,Getafe
25,227974,Jordi,Midfield,2001-01-05,Spain,Getafe
26,69,Borja Mayoral,Offence,1997-04-05,Spain,Getafe
27,32381,Mata,Offence,1988-10-24,Spain,Getafe
28,101075,Mason Greenwood,Offence,2001-10-01,England,Getafe
29,180071,Latasa,Offence,2001-03-23,Spain,Getafe
0,32911,Raúl Fernández,Goalkeeper,1988-03-13,Spain,Granada
1,33578,Marc Martínez,Goalkeeper,1990-04-04,Spain,Granada
2,46245,Augusto Batalla,Goalkeeper,1996-04-30,Argentina,Granada
3,191423,Adri López,Goalkeeper,1999-01-09,Spain,Granada
4,244761,Pol Tristán,Goalkeeper,2002-03-18,Spain,Granada
5,244895,Fran Árbol,Goalkeeper,2006-06-30,Spain,Granada
6,46,Jesús Vallejo,Defence,1997-01-05,Spain,Granada
7,8807,Faitout Maouassa,Defence,1998-07-06,France,Granada
8,28755,Bruno Méndez,Defence,1999-09-10,Uruguay,Granada
9,32034,Víctor Díaz,Defence,1988-06-12,Spain,Granada
10,32769,Martin Hongla,Defence,1998-03-16,Cameroon,Granada
11,100094,Carlos Neva,Defence,1996-06-12,Spain,Granada
12,127425,Kamil Piątkowski,Defence,2000-06-21,Poland,Granada
13,141472,Ricard Sánchez,Defence,2000-02-22,Spain,Granada
14,154076,Raúl Torrente,Defence,2001-09-11,Spain,Granada
15,180164,Miguel Rubio,Defence,1998-03-11,Spain,Granada
16,188785,Miki Bosch,Defence,2001-06-09,Spain,Granada
17,213258,Ignasi Miquel,Defence,1992-09-28,Spain,Granada
18,32714,Óscar Melendo,Midfield,1997-08-23,Spain,Granada
19,33150,Gonzalo Villar,Midfield,1998-03-23,Spain,Granada
20,33711,Gerard Gumbau,Midfield,1994-12-18,Spain,Granada
21,51004,Sergio Ruiz,Midfield,1994-12-16,Spain,Granada
22,157116,Theo Corbeanu,Midfield,2002-05-17,Canada,Granada
23,160893,Adam Griger,Midfield,2004-03-16,Slovakia,Granada
24,176751,Lassina Sangare,Midfield,2001-11-20,Ivory Coast,Granada
25,203567,Mario González,Midfield,2004-02-05,Spain,Granada
26,2104,José Callejón,Offence,1987-02-11,Spain,Granada
27,11113,Lucas Boyé,Offence,1996-02-28,Argentina,Granada
28,32049,Antonio Puertas,Offence,1992-02-21,Spain,Granada
29,64233,Kamil Jóźwiak,Offence,1998-04-22,Poland,Granada
30,83795,Myrto Uzuni,Offence,1995-05-31,Albania,Granada
31,122506,Facundo Pellistri,Offence,2001-12-20,Uruguay,Granada
32,177308,Matías Arezo,Offence,2002-11-21,Uruguay,Granada
33,246328,Pablo Sáenz,Offence,2001-05-22,Spain,Granada
34,246361,Eghosa,Offence,2004-03-17,Benin,Granada
0,3189,Kepa Arrizabalaga,Goalkeeper,1994-10-03,Spain,Real Madrid
1,3641,Thibaut Courtois,Goalkeeper,1992-05-11,Belgium,Real Madrid
2,28995,Andriy Lunin,Goalkeeper,1999-02-11,Ukraine,Real Madrid
3,152461,Lucas Cañizars,Goalkeeper,2002-05-10,Spain,Real Madrid
4,176768,Diego Pineiro,Goalkeeper,2004-02-13,Spain,Real Madrid
5,206826,Fran Gonzalez,Goalkeeper,2005-06-24,Spain,Real Madrid
6,45,Lucas Vázquez,Defence,1991-07-01,Spain,Real Madrid
7,50,Nacho,Defence,1990-01-18,Spain,Real Madrid
8,349,David Alaba,Defence,1992-06-24,Austria,Real Madrid
9,1337,Éder Militão,Defence,1998-01-18,Brazil,Real Madrid
10,3177,Antonio Rüdiger,Defence,1993-03-03,Germany,Real Madrid
11,3194,Dani Carvajal,Defence,1992-01-11,Spain,Real Madrid
12,8458,Ferland Mendy,Defence,1995-06-08,France,Real Madrid
13,178049,Vinicius Tobias,Defence,2004-02-23,Brazil,Real Madrid
14,213266,Fran García,Defence,1999-08-14,Spain,Real Madrid
15,221329,Álvaro Carrillo,Defence,2002-04-06,Spain,Real Madrid
16,230367,Edgar Pujol,Defence,2004-08-07,Spain,Real Madrid
17,247056,Jacobo Ramón,Defence,2005-06-06,Spain,Real Madrid
18,43,Luka Modrić,Midfield,1985-09-09,Croatia,Real Madrid
19,47,Toni Kroos,Midfield,1990-01-04,Germany,Real Madrid
20,68,Dani Ceballos,Midfield,1996-08-07,Spain,Real Madrid
21,96,Federico Valverde,Midfield,1998-07-22,Uruguay,Real Madrid
22,7887,Brahim Diaz,Midfield,1999-08-03,Spain,Real Madrid
23,8514,Aurélien Tchouameni,Midfield,2000-01-27,France,Real Madrid
24,102343,Eduardo Camavinga,Midfield,2002-11-10,France,Real Madrid
25,125010,Jude Bellingham,Midfield,2003-06-29,England,Real Madrid
26,169162,Arda Guler,Midfield,2005-02-25,Turkey,Real Madrid
27,191064,Mario Martin,Midfield,2004-03-05,Spain,Real Madrid
28,203511,Nico Paz,Midfield,2004-09-08,Spain,Real Madrid
29,217658,Gonzalo García,Midfield,2004-03-24,Spain,Real Madrid
30,243978,Theo Zidane,Midfield,2002-05-18,France,Real Madrid
31,1324,Rodrygo,Offence,2001-01-09,Brazil,Real Madrid
32,1556,Vinicius Junior,Offence,2000-07-12,Brazil,Real Madrid
33,7938,Joselu,Offence,1990-03-27,Spain,Real Madrid
34,189369,Alvaro Rodriguez,Offence,2004-07-14,Spain,Real Madrid
0,33781,Stole Dimitrievski,Goalkeeper,1993-12-25,North Macedonia,Rayo Vallecano
1,133288,Dani Cárdenas,Goalkeeper,1997-03-28,Spain,Rayo Vallecano
2,7925,Florian Lejeune,Defence,1991-05-20,France,Rayo Vallecano
3,8716,Iván Balliu,Defence,1992-01-01,Albania,Rayo Vallecano
4,25641,Abdul Mumin,Defence,1998-06-06,Ghana,Rayo Vallecano
5,28384,Alfonso Espino,Defence,1992-01-05,Uruguay,Rayo Vallecano
6,31988,Aridane Hernández,Defence,1989-03-23,Spain,Rayo Vallecano
